rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
181,Longwood,BSth,21-14,104.1235790576778,205,105.56768021397605,180,0.4604828804328395,181,21,14,6,10,6-10,0.36605440717346144,0.258821699985326,0.3932421351666482,0.36605440717346144,0.258821699985326,0.3932421351666482,0.8914077710771711,0.9198889711304908,103.77607196729736,107.5747582064624,103.77607196729736,107.5747582064624,102.85097786561347,109.77298460749662,109.35226338672305,113.96867313003536,0.38331164818728597,2,0.002035249793277627,1158.0,1176.0,1094.2875000000001,1.0582228162160308,1.074671875535451,0,0.375,-8.751840109459966,173,166,66.85102015793808
182,East Tennessee St.,SC,19-16,102.23991192266844,235,103.83160817348862,142,0.4557025679700737,182,19,16,8,10,8-10,0.4444214286092771,0.4153406233281195,0.45934107562767523,0.4444214286092771,0.4153406233281195,0.45934107562767523,0.8736861116579882,0.856351719586672,104.86005747510909,106.54735768461866,104.86005747510909,106.54735768461866,102.24432084619279,105.25761957761055,84.90825523993168,99.07773070383925,0.14494222337299068,2,0.026158512578296378,1238.0,1267.0,1197.825,1.033539957840252,1.057750506125686,0,0.4444444444444444,-9.797577501658058,199,113,67.00964735493028
183,Fordham,A10,13-20,100.60374762246981,262,102.30494910580136,117,0.4519392883917388,183,13,20,6,12,6-12,0.5433785350848928,0.3903937807160292,0.6379379896740569,0.5433785350848928,0.3903937807160292,0.6379379896740569,0.8349683324022923,0.8880795453030526,106.26727166039292,104.56314580934973,106.26727166039292,104.56314580934973,103.1643765241008,104.08572797975198,98.92066129145863,97.5869822232846,0.5389462600049537,2,-0.04122766375868436,1244.0,1335.0,1240.1625000000001,1.0030943525546046,1.0764718333282937,0,0.3333333333333333,-12.561798267167472,263,274,68.90024301817041
184,Temple,Amer,16-20,102.39613679462155,226,104.24905716400465,148,0.4486222167531143,184,16,20,5,13,5-13,0.5400938529258874,0.4311374164987901,0.5865103242727616,0.5400938529258874,0.4311374164987901,0.5865103242727616,0.8345523002003661,0.8724323521479972,107.61761517569954,105.28573494763712,107.61761517569954,105.28573494763712,103.1989559271554,106.62083357018503,115.50684128348341,124.27274647310372,0.3012793693228224,3,0.018288501355936848,1250.0,1339.0,1221.5375,1.0233005536055997,1.0961595530223183,0,0.2777777777777778,-11.784006088547704,239,134,66.88471415268118
185,Stephen F. Austin,WAC,18-15,100.34849652698561,263,102.17835353461786,114,0.44823274213414876,185,18,15,10,10,10-10,0.4454216245221298,0.38901140489212904,0.4684341437386812,0.4454216245221298,0.38901140489212904,0.4684341437386812,0.8813242557288815,0.8879384425226597,104.06126764573594,105.21305403617797,104.06126764573594,105.21305403617797,101.39411442040615,102.74589297508994,103.40434906607751,118.42009149485116,0.17374699390819565,1,0.03209859111897562,1455.0,1444.0,1438.9750000000001,1.0111363991730224,1.0034920690074531,0,0.5,-9.434166455675333,187,100,69.4071933319713
186,Pepperdine,WCC,13-20,106.2043760088934,162,108.27474057115532,230,0.4447204879860008,186,13,20,5,11,5-11,0.48062199319005233,0.4407963431634755,0.5522902990716383,0.48062199319005233,0.4407963431634755,0.5522902990716383,0.8176003202795854,0.8444713027002309,106.4087441075726,105.51303148511174,106.4087441075726,105.51303148511174,108.8680752587323,114.945236520675,122.11932356856833,134.9783300685462,0.24024630710386005,7,-0.09839165865847771,1167.0,1290.0,1086.0875,1.074499062000069,1.187749605809845,0,0.3125,-12.217359772561778,253,350,67.588173543291
187,Texas A&M Corpus Chris,Slnd,21-12,99.80889565976838,277,101.78023089153902,102,0.444004965375438,187,21,12,14,4,14-4,0.29587740607953184,0.34738566581428465,0.2504710397083138,0.29587740607953184,0.34738566581428465,0.2504710397083138,0.8907927302406939,0.8087438236803016,101.45615323796791,108.45448689869673,101.45615323796791,108.45448689869673,102.38714880873431,100.32759428731192,93.5163783318307,91.78650238395495,0.5534747957204952,3,-0.028452368507580594,1344.0,1174.0,1244.9625,1.0795505888731587,0.9430002911734289,0,0.7777777777777778,-6.547159200141731,133,246,68.78009983104465
188,Vanderbilt,SEC,9-23,104.39431435394602,198,106.4706565082152,193,0.44361994706232327,188,9,23,4,14,4-14,0.6907653185176234,0.4889808786984521,0.8368819839183632,0.6907653185176234,0.4889808786984521,0.8368819839183632,0.6933424823402625,0.855766895231151,111.40770994921073,101.81635512973064,111.40770994921073,101.81635512973064,105.16748236722823,105.93868452830323,121.38359426634409,122.72682998791599,0.4684020446115614,13,-0.01429592998647522,1198.0,1415.0,1217.7374999999997,0.9837916628173151,1.1619909873843914,0,0.2222222222222222,-10.644577576323119,215,213,65.77884960227084
189,Rice,Amer,11-21,107.2234516375371,143,109.38631097279045,250,0.44283509875191884,189,11,21,5,13,5-13,0.5358604665650885,0.45324155237201824,0.5925415551472732,0.5358604665650885,0.45324155237201824,0.5925415551472732,0.8119501904028075,0.785111178436121,107.02462118886692,104.53919189060417,107.02462118886692,104.53919189060417,107.85743122884135,109.00569915804071,124.74249052511826,135.773277915444,0.2739941803679746,4,-0.08803087186980746,1263.0,1374.0,1208.8,1.0448378557246856,1.1366644606221046,0,0.2777777777777778,-13.079990424417081,272,346,65.91606705425464
190,Louisville,ACC,8-24,104.80717087838775,188,107.03407135360007,207,0.4398458578184102,190,8,24,3,17,3-17,0.6783871354115086,0.44036450666064264,0.8013897356428747,0.6783871354115086,0.44036450666064264,0.8013897356428747,0.7113232029623014,0.8736363155446348,110.64998124241302,102.03712596307842,110.64998124241302,102.03712596307842,105.67957486639536,107.6530168629812,121.88483682445198,121.44984549260646,0.510277410953396,12,-0.055825515849503515,1392.0,1606.0,1396.0249999999999,0.997116813810641,1.150409197543024,0,0.15,-12.286316056140585,255,296,69.68165559812508
191,Long Beach St.,BW,21-15,105.12088540345573,179,107.6647645076312,219,0.43168468209279015,191,21,15,10,10,10-10,0.44209674839251834,0.4225710199898618,0.4141923067338795,0.44209674839251834,0.4225710199898618,0.4141923067338795,0.8677789927991041,0.849968529917566,104.26606012635501,105.22984360369406,104.26606012635501,105.22984360369406,103.87426804699935,109.61022937921071,103.45407294037064,98.5672085921024,0.6356365525487768,2,0.08753663520198096,1507.0,1515.0,1434.825,1.0503023016744202,1.0558778945167528,0,0.5,-8.267907036103098,168,21,71.56155685140838
192,Fairfield,MAAC,24-13,107.2497351409891,141,109.85591413878329,263,0.4314077684113135,192,24,13,14,6,14-6,0.34832142211633854,0.37623590147214725,0.31459995087244896,0.34832142211633854,0.37623590147214725,0.31459995087244896,0.9202643369688399,0.8821914256529197,100.68552374541491,106.70008226380482,100.68552374541491,106.70008226380482,111.26469981634341,112.11320752076924,0,0,0,0,0.05953495134007136,1574.0,1446.0,1379.0625000000002,1.1413550872422387,1.048538409245411,0,0.7,-8.129314187700745,161,57,68.42886354702627
193,Illinois St.,MVC,15-17,102.38988527237981,227,104.94322407563403,161,0.4296540339736127,193,15,17,9,11,9-11,0.5092004876116262,0.3748207809156597,0.5886867789206507,0.5092004876116262,0.3748207809156597,0.5886867789206507,0.8416502844531313,0.8880377367404013,106.63566189306312,105.36498149900962,106.63566189306312,105.36498149900962,105.6784660220529,106.26655845332888,102.72864482513593,96.39926693730291,0.675093243264864,4,0.022592107221955482,1328.0,1361.0,1274.2125,1.0422123468416766,1.068110695821929,0,0.45,-10.123843963438437,205,122,63.82414486325048
194,UMKC,Sum,16-16,100.77174785401718,260,103.43682238255494,137,0.4255124446702927,194,16,16,10,6,10-6,0.36349320913933847,0.3801046714576819,0.354199248510096,0.36349320913933847,0.3801046714576819,0.354199248510096,0.8868508358829509,0.8379693244510137,104.50679828777267,108.4041004917418,104.50679828777267,108.4041004917418,102.30057715940909,102.06714313304624,103.03045003925574,114.47174113067338,0.2295260590313475,3,-0.07456228080282234,1170.0,1112.0,1090.825,1.072582678248115,1.0194119130016273,0,0.625,-11.167808117673323,224,329,66.55683315753863
195,Northern Kentucky,Horz,18-15,102.14136401231619,238,104.91980901826122,160,0.42344589632576024,195,18,15,12,8,12-8,0.40278575478642525,0.4542987841946322,0.3665193680662146,0.40278575478642525,0.4542987841946322,0.3665193680662146,0.8786824977602121,0.8056557730006978,104.9026270241626,108.24720009820993,104.9026270241626,108.24720009820993,100.83672071300836,102.8773174495116,108.81794041199845,113.20190347752619,0.3883595997813683,3,0.010309603255239774,1491.0,1428.0,1409.4750000000001,1.0578406853615707,1.0131431916138987,0,0.6,-9.549635546638738,192,150,68.03008305790718
196,Gardner Webb,BSth,17-16,102.19286819498016,236,105.02061240188361,165,0.42216561905336464,196,17,16,11,5,11-5,0.44055770084547324,0.4948766129628378,0.3979307223706313,0.44055770084547324,0.4948766129628378,0.3979307223706313,0.876317682519237,0.8275095666654562,106.01032969627666,106.4219638628599,106.01032969627666,106.4219638628599,105.82976631167159,106.76010268967939,91.98842762129786,85.40677746183034,0.7013488456666935,1,0.021804860411266114,1194.0,1177.0,1109.4750000000001,1.0761846819441627,1.060862119470921,0,0.6875,-10.29788258078767,208,123,69.49597348814758
197,Texas St.,SB,17-18,99.30917247919973,284,102.1891228887564,115,0.41854382522181927,197,17,18,7,11,7-11,0.47622063510069623,0.5144122199704236,0.4468220476921535,0.47622063510069623,0.5144122199704236,0.4468220476921535,0.8392384238626879,0.7595763134151443,106.03287849173536,105.08720764116302,106.03287849173536,105.08720764116302,98.82187991376112,104.79691603087129,87.22787407636623,102.24163591419884,0.1386709040653892,3,0.02798031325488587,1228.0,1284.0,1230.7375000000002,0.9977757239053818,1.0432768969825001,0,0.3888888888888889,-10.560366775151937,212,107,66.4439937552636
198,Monmouth,CAA,18-15,104.99123292973859,185,108.04744814983414,225,0.4182463245561378,198,18,15,10,8,10-8,0.46664543012249066,0.518408978906388,0.42961457764763966,0.46664543012249066,0.518408978906388,0.42961457764763966,0.8588054753555896,0.8112124897736464,105.07056167610101,106.77151772363345,105.07056167610101,106.77151772363345,104.70909616768529,107.7084035736577,100.29904773769698,98.96776662094564,0.5383403186497884,2,0.0745887275449994,1313.0,1289.0,1221.8874999999998,1.0745670121021782,1.054925269306708,0,0.5555555555555556,-8.558335175117495,170,35,67.81243705560323
199,Penn,Ivy,11-18,108.75974663547753,117,112.02101579890665,314,0.4158653837210883,199,11,18,3,11,3-11,0.483622997495315,0.46872292551989486,0.49958736032612255,0.483622997495315,0.46872292551989486,0.49958736032612255,0.8231467448877723,0.7845905281465231,106.52658256955247,104.69044280381961,106.52658256955247,104.69044280381961,108.1532765593909,113.2984219002362,119.2667638906557,125.76051642679903,0.3521293502108834,3,-0.0872816048388051,997.0,1057.0,921.575,1.0818435829965005,1.146949515774625,0,0.21428571428571427,-11.415033018415338,231,345,65.59171943502643
200,Rhode Island,A10,12-20,106.13661874881907,164,109.39347152513665,251,0.41397009968285853,200,12,20,6,12,6-12,0.5657923962404882,0.47940307179182745,0.6335640723322207,0.5657923962404882,0.47940307179182745,0.6335640723322207,0.8222742660585375,0.8430550590731004,107.20086400172339,103.54451548306525,107.20086400172339,103.54451548306525,108.12352070153142,111.43616883967917,117.28989378366533,128.4990785072123,0.259294027448879,4,-0.009735021526297183,1305.0,1430.0,1249.3125,1.0445745159837911,1.1446295462504377,0,0.3333333333333333,-12.231732898543168,254,193,68.74495528386804
201,Tulsa,Amer,16-15,101.62919079247322,245,104.78386215897012,155,0.41300826520618017,201,16,15,7,11,7-11,0.47622838890221947,0.2888046951578064,0.6003937951373411,0.47622838890221947,0.2888046951578064,0.6003937951373411,0.8706256072583763,0.9427603562315371,105.19536490580631,106.279135265265,105.19536490580631,106.279135265265,102.2049617938777,106.67163546631491,98.6653726639809,110.20186128252074,0.21897202900655702,1,0.04768313475363878,1320.0,1413.0,1291.4,1.0221465076660987,1.0941613752516648,0,0.3888888888888889,-9.351894704353718,184,75,70.56485241146564
202,George Washington,A10,15-17,106.39567171537006,156,109.82175764633985,262,0.4098759169523885,202,15,17,4,14,4-14,0.49903001527114904,0.29601530036383095,0.6470537752495111,0.49903001527114904,0.29601530036383095,0.6470537752495111,0.8440763933194501,0.9226280394347728,104.75761601061798,104.87546102540595,104.75761601061798,104.87546102540595,109.8192163121201,113.91935881419937,106.23421094907565,115.18078332728072,0.28295466360224464,2,0.015256544811911299,1346.0,1475.0,1264.3999999999999,1.0645365390699146,1.1665612148054414,0,0.2222222222222222,-10.200628558900327,207,142,70.13603711527239
203,Eastern Kentucky,ASun,17-14,106.82710187565988,150,110.2935322911213,274,0.40920889005479333,203,17,14,12,4,12-4,0.34699490753412293,0.42851313035372146,0.2859461706464456,0.34699490753412293,0.42851313035372146,0.2859461706464456,0.8892540956860154,0.813118036560162,105.08377602415597,109.38486083784709,105.08377602415597,109.38486083784709,109.28633871577155,109.22481858518553,91.49912755666158,104.57630134349873,0.17708012479426158,2,-0.04064531311769859,1284.0,1193.0,1107.4375,1.1594333766013882,1.0772616964840003,0,0.75,-9.513763572531282,191,273,68.59329730756569
204,Cleveland St.,Horz,21-15,105.09153062740809,182,108.51888374801338,238,0.4087672416209575,204,21,15,11,9,11-9,0.4007799007225658,0.4324053251489831,0.36795758532224687,0.4007799007225658,0.4324053251489831,0.36795758532224687,0.886426779960806,0.8287823375192207,103.95867326872893,108.2781521191325,103.95867326872893,108.2781521191325,105.92347798261035,112.30654371106138,106.73394866761173,97.44332730184458,0.7402533489998053,2,0.051383444239155085,1502.0,1514.0,1366.4249999999997,1.0992187642936864,1.1080008050204002,0,0.55,-8.681026990342271,172,71,67.52314327821897
205,Columbia,Ivy,13-14,106.58080238442213,152,110.09014382797733,270,0.4079237123115975,205,13,14,4,10,4-10,0.37988757335894113,0.24978276767688573,0.5006991786351352,0.37988757335894113,0.24978276767688573,0.5006991786351352,0.894641232911508,0.927520445272666,103.11605880098999,106.48144319361597,103.11605880098999,106.48144319361597,107.30998427836883,110.11584422870189,85.7778315476945,96.83345340435804,0.19874332471082404,1,-0.07461372357291046,1015.0,1077.0,954.0875000000001,1.0638437250252204,1.1288272826129677,0,0.2857142857142857,-10.004110311676428,201,330,68.59562061591389
206,Montana St.,BSky,17-18,103.5862620890573,216,107.10561427852846,210,0.40510880581118636,206,18,17,9,9,9-9,0.357763178105776,0.36212487485971845,0.35009509441814984,0.357763178105776,0.36212487485971845,0.35009509441814984,0.9152185131356453,0.8887293072072813,103.97367495286355,108.39102287613396,103.97367495286355,108.39102287613396,104.38421542743048,106.12963258363342,91.58234844407932,106.39172245290976,0.15139183963820588,1,-0.08195884555364713,1354.0,1327.0,1258.55,1.0758412458781932,1.054387986174566,0,0.5,-12.785039106516402,269,339,68.59562276019231
207,Radford,BSth,16-17,107.58786478768889,137,111.38551556450442,304,0.4015698014740425,207,16,17,5,11,5-11,0.4082540573288538,0.40742312370902145,0.4004536977403466,0.4082540573288538,0.40742312370902145,0.4004536977403466,0.8676115894962815,0.8195612705670335,104.4046234988845,106.81757050788077,104.4046234988845,106.81757050788077,109.11722654681721,114.43250562914679,108.78891012718765,113.79489221283966,0.37346865642251836,2,-0.02755385171809055,1144.0,1195.0,1044.6000000000001,1.0951560405896992,1.1439785563852192,0,0.3125,-11.171973486882395,225,243,63.66716181423176
208,Abilene Christian,WAC,16-18,101.10008262444597,258,104.71945903872646,154,0.4002313736764657,208,16,18,10,10,10-10,0.47304503648120017,0.4609197273490704,0.4731359309937429,0.47304503648120017,0.4609197273490704,0.4731359309937429,0.8663325827712369,0.8469995809717865,103.53927313795987,104.20591742698323,103.53927313795987,104.20591742698323,100.63199806877455,104.67932269275573,102.16471181541824,105.34962300138153,0.4126479357997772,2,0.0245715401803277,1415.0,1468.0,1428.3374999999999,0.9906622209386788,1.0277682970586435,0,0.5,-11.064818414551628,221,117,68.56813685363466
209,Mercer,SC,16-17,104.07885649552261,208,107.89072431527649,222,0.3980358920643458,209,17,16,8,10,8-10,0.41413690907694145,0.3291172393564601,0.4656166933826165,0.41413690907694145,0.3291172393564601,0.4656166933826165,0.8801843759838438,0.8795086388532753,105.2109119183795,107.02770407522505,105.2109119183795,107.02770407522505,104.31081099190264,108.25813911742638,95.20170971389395,109.12994103632306,0.1721841765285535,1,-0.031217358250175797,1297.0,1312.0,1220.55,1.0626356970218345,1.0749252386219328,0,0.4444444444444444,-11.559364705886736,233,253,66.05264967215517
210,Evansville,MVC,17-18,101.14647801927737,257,104.86558096568669,158,0.39765143508658846,210,17,18,6,14,6-14,0.520379106322279,0.3417797420832935,0.602987073490902,0.520379106322279,0.3417797420832935,0.602987073490902,0.8237647241888557,0.8622047619899237,106.15047560560832,104.47380765084432,106.15047560560832,104.47380765084432,101.8673160411609,109.2246629801367,88.41139623100378,107.17421919474353,0.09856863790689756,5,0.07549768792688577,1364.0,1553.0,1381.2250000000004,0.9875291860486161,1.1243642418867308,0,0.3,-9.128598414230327,179,32,68.58410327051344
211,Jacksonville St.,CUSA,14-18,101.39669174188458,252,105.13250292015107,167,0.39745473036965717,211,14,18,6,10,6-10,0.40651685409929417,0.3413206770074639,0.4774633162699681,0.40651685409929417,0.3413206770074639,0.4774633162699681,0.8896102322191556,0.8939739034510182,103.5591794263943,105.63349543190564,103.5591794263943,105.63349543190564,103.17040280334612,106.68450957494912,100.16917889458703,100.3568063728791,0.4946200654372255,1,-0.0754548530806275,1084.0,1114.0,1069.3625,1.0136880618125286,1.0417421594641667,0,0.375,-13.044193680488812,271,331,64.68640568267958
212,Northeastern,CAA,12-20,105.35887724163791,175,109.28462426381297,248,0.3963473296814992,212,12,20,7,11,7-11,0.46244509631099123,0.4951611472032382,0.43626349007379345,0.46244509631099123,0.4951611472032382,0.43626349007379345,0.8702279577061909,0.832115596530485,104.67615927618674,106.37884223266548,104.67615927618674,106.37884223266548,103.35779848917997,107.61396039653408,113.90504273704653,104.15877487949076,0.7366560949368469,2,-0.06915931351406102,1210.0,1271.0,1174.675,1.0300721476152979,1.0820014046438378,0,0.3888888888888889,-14.175765136103733,302,319,65.78840631840515
213,Northern Colorado,BSky,19-14,106.17829034344683,163,110.34851647892391,279,0.39102010689929506,213,19,14,12,6,12-6,0.35371192941089025,0.3550014963774852,0.3516302464103301,0.35371192941089025,0.3550014963774852,0.3516302464103301,0.9149803549749131,0.8899336212031537,103.70994024332227,108.55203405484252,103.70994024332227,108.55203405484252,110.39826557706802,112.72286100210013,94.84283287779773,103.94761854682055,0.2584273169086778,1,0.025474061806863846,1463.0,1391.0,1274.825,1.1476084952836663,1.09113015511933,0,0.6666666666666666,-9.111149498455042,178,115,69.93455139042919
214,Harvard,Ivy,14-13,101.15899555339797,256,105.24087420758642,171,0.3881916045156283,214,14,13,5,9,5-9,0.46357322430357123,0.42061438423825265,0.5034635757927958,0.46357322430357123,0.42061438423825265,0.5034635757927958,0.859155323673246,0.8547140843566658,105.90509005473004,107.15320808116611,105.90509005473004,107.15320808116611,99.09190349827898,105.82542157014916,0,0,0,0,0.06080254584401412,946.0,1022.0,946.5249999999999,0.9994453395314441,1.0797390454557463,0,0.35714285714285715,-7.725707044386633,152,54,67.63057996009591
215,Lipscomb,ASun,20-12,109.24794986282457,108,113.77886901404308,343,0.3852501353088447,215,20,12,11,5,11-5,0.363928442803137,0.45112331377693515,0.29016061945959937,0.363928442803137,0.45112331377693515,0.29016061945959937,0.8963188702222096,0.8360933709382847,104.23165556560214,109.00309744402786,104.23165556560214,109.00309744402786,112.42426788018764,119.31276776052471,109.40358661206918,101.93129968790154,0.6928682654028466,1,0.07905743082613492,1342.0,1273.0,1108.2125,1.2109590895247977,1.148696662418083,0,0.6875,-7.390528495483188,145,28,69.27884773438598
216,Marist,MAAC,18-13,96.52423387868131,323,100.6262525719824,82,0.3825781861542722,216,18,13,12,8,12-8,0.31217919200248584,0.28896661733157303,0.3193865515232953,0.31217919200248584,0.28896661733157303,0.3193865515232953,0.9383376672988599,0.935025411870273,99.92264706773638,108.083429293816,99.92264706773638,108.083429293816,95.86145550468038,101.34646487124901,0,0,0,0,0.00042342351650992427,1286.0,1255.0,1305.7500000000002,0.9848745931457016,0.9611334482098409,0,0.6,-10.119750458047301,204,168,64.64171705315323
217,South Alabama,SB,16-16,103.22691696507655,220,107.66500544780214,220,0.3812863086409534,217,17,15,8,10,8-10,0.38298609084083624,0.294758457981075,0.4517913212365914,0.38298609084083624,0.294758457981075,0.4517913212365914,0.8903104247586554,0.8876017833806629,103.9764713167554,106.9609738660599,103.9764713167554,106.9609738660599,103.53955819089154,108.21848680848385,81.8548043809211,112.0352057743389,0.0263531503075317,1,-0.03178205750125351,1328.0,1384.0,1286.4249999999997,1.0323182463027385,1.0758497386167094,0,0.4444444444444444,-11.189789250753549,226,254,68.13607770303497
218,Saint Peter's,MAAC,19-14,96.96751049442136,317,101.17220400027678,93,0.38032879961898924,218,19,14,12,8,12-8,0.37749142107091965,0.42426541758015074,0.3196073549188188,0.37749142107091965,0.42426541758015074,0.3196073549188188,0.8920927562884559,0.8387856710141283,101.94110830963595,106.484270562819,101.94110830963595,106.484270562819,96.67183679646857,100.55283288638354,101.78398829749658,108.4831531653032,0.3245292961402718,2,0.05403841108425944,1341.0,1274.0,1340.025,1.000727598365702,0.9507285311841196,0,0.6,-8.889747580282641,175,67,64.05978356356266
219,UC Riverside,BW,16-18,103.84398012394465,212,108.36294697940396,233,0.3799262514666678,219,16,18,10,10,10-10,0.4284422072524274,0.45199462093794057,0.41926634391152656,0.4284422072524274,0.45199462093794057,0.41926634391152656,0.865611569525556,0.7899816795837946,104.2056115290158,105.58688032730218,104.2056115290158,105.58688032730218,103.71213325030344,106.39825213826653,82.92703873240188,108.81764763791058,0.04210014422358992,3,-0.006931992681435295,1424.0,1429.0,1371.0124999999998,1.0386484441243242,1.0422953838859967,0,0.5,-11.88271546447773,243,184,66.96465112937317
220,Merrimack,NEC,21-12,95.9022332247253,328,100.09423895697503,72,0.37942184304900506,220,21,12,13,3,13-3,0.2934365272969018,0.4558479781750654,0.17700023393026426,0.2934365272969018,0.4558479781750654,0.17700023393026426,0.9016036515653698,0.8032107592777182,99.73451653606465,108.30043279071523,99.73451653606465,108.30043279071523,96.58706388179912,99.58469282521239,87.401167041485,91.85921345285732,0.360750665429286,3,0.00995390944188157,1138.0,1000.0,1107.8374999999999,1.02722646597538,0.9026594604353076,0,0.8125,-7.7162710101969,151,151,67.29104569044803
221,Wofford,SC,17-15,105.6767244407057,170,110.31886681892766,277,0.37886031535479386,221,17,15,10,8,10-8,0.44816247792401365,0.4149318985895116,0.4677072708986544,0.44816247792401365,0.4149318985895116,0.4677072708986544,0.8643898716246692,0.8382344082422797,106.007318138575,106.13667944658945,106.007318138575,106.13667944658945,106.70892254992896,112.11203108415984,115.30254191027478,115.77098193839724,0.48834550177508274,2,0.07495576687053296,1286.0,1300.0,1180.1625,1.0896804465486745,1.10154321968373,0,0.5555555555555556,-9.090228557385442,177,33,65.64009344054463
222,Cal Baptist,WAC,16-17,101.82638258096392,243,106.42348841824239,191,0.37570790086057254,222,16,17,8,12,8-12,0.42458339059337696,0.3075786824922902,0.4755422702597881,0.42458339059337696,0.3075786824922902,0.4755422702597881,0.8895430514959339,0.9181297123786571,102.78219850659072,104.88066221184894,102.78219850659072,104.88066221184894,101.9046581122258,104.5517575498249,109.1923156585157,105.82046589876892,0.5892141430492907,2,-0.0001175077883655562,1342.0,1339.0,1316.2500000000002,1.0195631528964861,1.0172839506172837,0,0.4,-11.843895586843859,242,170,63.632346241213426
223,Rider,MAAC,15-17,102.25978599533826,234,106.9354541544869,204,0.37422056048766084,223,15,17,12,8,12-8,0.4109521252946014,0.5787270013059168,0.3202071097722485,0.4109521252946014,0.5787270013059168,0.3202071097722485,0.8644497499431576,0.7220722996277201,102.3967467587434,105.59034275293351,102.3967467587434,105.59034275293351,105.66960012427687,108.93920644588994,92.68123483946944,97.00362139262438,0.3718715187171165,2,-0.017255352666651014,1483.0,1412.0,1371.6125000000004,1.081209160750576,1.0294452697099215,0,0.6,-11.22104620094687,227,230,67.96366771189292
224,San Jose St.,MWC,9-23,104.72253033047056,189,109.57855825989924,254,0.37255636471030174,224,9,23,2,16,2-16,0.568694631944391,0.37356397976896,0.693868822250214,0.568694631944391,0.37356397976896,0.693868822250214,0.7869098299727676,0.8994902755407016,108.34865070050714,104.12264540079215,108.34865070050714,104.12264540079215,106.5003247913791,112.20061940758049,111.54538456084988,115.81836565212834,0.3935764185413666,9,-0.07197407246754822,1182.0,1407.0,1177.75,1.0036085756739546,1.1946508172362555,0,0.1111111111111111,-14.070942518506955,294,324,65.8424019120332
225,North Dakota,Sum,18-14,104.8605111861881,187,109.7507026319424,259,0.3718764522454155,225,18,14,10,6,10-6,0.32632944323265534,0.29260446271359125,0.36077431904158364,0.32632944323265534,0.29260446271359125,0.36077431904158364,0.9127692029008148,0.8956088610998061,103.8409810846959,109.59736856975344,103.8409810846959,109.59736856975344,105.83968493249871,109.51066565082996,109.15422249335658,110.47958496088835,0.4653572624541213,2,-0.008714932576346368,1198.0,1153.0,1071.5,1.1180587960802613,1.076061595893607,0,0.625,-10.13001370225823,206,190,66.75482926819669
226,Mount St. Mary's,MAAC,13-19,102.18146517647065,237,107.25322456753,215,0.3642218125962532,226,13,19,9,11,9-11,0.3406916164836191,0.37830216437252795,0.321189396793356,0.3406916164836191,0.37830216437252795,0.321189396793356,0.9119608583044646,0.8594404828253155,100.29905858100699,107.63582348507775,100.29905858100699,107.63582348507775,103.34018479472078,107.49738383573643,0,0,0,0,-0.13697860636877168,1460.0,1419.0,1386.975,1.0526505524612917,1.0230898177688856,0,0.45,-15.000149115731436,308,359,69.02352546793136
227,Tennessee Martin,OVC,21-11,105.39311284121877,174,110.84809055086615,286,0.35885681972836453,227,21,11,14,4,14-4,0.3081699819965161,0.35967875443677094,0.2549317032480547,0.3081699819965161,0.35967875443677094,0.2549317032480547,0.9075980994258599,0.8532424954316565,100.85510987912457,107.7028533051445,100.85510987912457,107.7028533051445,105.2615877997039,110.77633205264092,101.81105382873048,105.2538453445988,0.40553666780856634,2,0.06609523741875756,1425.0,1315.0,1293.5499999999997,1.1016195740404315,1.0165822735881878,0,0.7777777777777778,-6.9428299802600035,138,45,72.89361337316046
228,Cal St. Fullerton,BW,14-18,99.37185313836237,283,104.63870846707387,151,0.3557374549036509,228,14,18,7,13,7-13,0.4400456622768584,0.4707168814472711,0.42164293077461074,0.4400456622768584,0.4707168814472711,0.42164293077461074,0.8576361029138823,0.7814777912556146,104.4824159130469,105.61923030479491,104.4824159130469,105.61923030479491,99.57885022771065,105.53360234681895,103.76690219390895,112.09076367698567,0.2916546093782149,3,-0.011538824331570663,1357.0,1404.0,1352.1875,1.0035590478391496,1.0383175410214929,0,0.35,-11.887686086089692,244,204,66.4151782709152
229,Air Force,MWC,9-22,106.36109222009205,158,112.1834930127423,317,0.3513969736892486,229,9,22,2,16,2-16,0.544647610640618,0.2907629395336319,0.6954175065489466,0.544647610640618,0.2907629395336319,0.6954175065489466,0.7992701485531984,0.9443369736352589,106.90302035104078,104.84917689850394,106.90302035104078,104.84917689850394,110.87363539882206,116.59933979502722,114.93154254254605,118.21621447444831,0.41968808634687355,8,-0.07284043835904375,1165.0,1381.0,1114.5375000000001,1.045276628197795,1.2390789901640813,0,0.1111111111111111,-13.814948661306362,288,325,62.00727714264997
